CDSEXE,MTREV,NBENF,CDSITFAM,CDTMT,CDMOTDEM,CDCATCL,RANGAGEAD,RANGAGEDEM,ADH,RANGADH
3,0,0,A,0,DV,21,3.0,4.0,6,2.0
2,0,0,A,0,RA,21,3.0,4.0,5,2.0
2,0,0,A,0,DV,21,8.0,,11,3.0
3,1250,1,C,0,DV,21,1.0,3.0,10,3.0
2,0,0,V,0,DV,21,8.0,,5,2.0
3,0,0,A,0,RA,10,5.0,6.0,8,2.0
4,0,0,C,0,DV,21,2.0,3.0,6,2.0
2,0,0,A,0,DV,21,2.0,4.0,10,3.0
3,0,0,A,0,DV,21,2.0,4.0,10,3.0
4,0,0,C,0,DV,21,1.0,3.0,6,2.0
3,0,0,A,0,DV,21,5.0,7.0,11,3.0
2,0,0,A,0,DV,21,2.0,4.0,9,2.0
3,0,0,M,0,DV,21,2.0,4.0,10,3.0
2,2029,2,M,0,DA,21,2.0,3.0,9,2.0
2,0,0,A,0,DV,21,2.0,4.0,7,2.0
4,0,2,U,0,DV,21,2.0,4.0,8,2.0
2,0,0,A,0,DV,21,1.0,2.0,4,1.0
3,1920,0,B,0,DV,21,7.0,7.0,4,1.0
2,0,0,B,0,DV,21,4.0,6.0,11,3.0
2,0,0,A,0,RA,23,2.0,3.0,4,1.0
3,1821,0,M,0,DV,21,2.0,4.0,10,3.0
4,0,0,C,0,DV,21,3.0,5.0,11,3.0
2,0,0,A,0,DV,21,8.0,,11,3.0
2,0,0,M,0,DA,21,4.0,6.0,9,2.0
2,0,0,A,0,DV,21,1.0,3.0,7,2.0
3,0,0,M,0,DA,21,6.0,7.0,7,2.0
2,523,0,C,0,DV,21,4.0,5.0,7,2.0
2,2334,1,M,0,DV,21,6.0,8.0,11,3.0
2,0,0,A,0,DV,21,3.0,4.0,6,2.0
3,0,0,A,0,DV,21,2.0,3.0,6,2.0
2,0,0,M,0,DV,21,1.0,3.0,7,2.0
3,0,4,U,0,DV,21,3.0,5.0,11,3.0
3,0,0,A,0,DV,21,5.0,7.0,11,3.0
2,1525,1,U,0,RA,21,3.0,5.0,10,3.0
3,0,0,A,0,DV,21,3.0,6.0,11,3.0
4,0,0,C,0,DV,21,1.0,3.0,10,3.0
2,0,3,M,0,DV,21,4.0,6.0,9,2.0
2,0,0,A,0,DV,21,8.0,,8,2.0
3,0,0,A,0,DV,21,8.0,,8,2.0
2,0,0,A,0,DV,21,8.0,,11,3.0
2,0,0,M,2,DV,21,1.0,4.0,11,3.0
4,0,0,C,0,DV,21,2.0,3.0,8,2.0
2,0,0,D,0,DA,21,3.0,5.0,11,3.0
3,0,0,C,0,DA,23,4.0,6.0,10,3.0
3,0,0,A,0,DV,21,8.0,,11,3.0
3,0,0,A,0,DV,21,6.0,8.0,8,2.0
3,0,0,A,0,DV,21,7.0,8.0,6,2.0
4,0,0,C,0,DV,21,2.0,4.0,9,2.0
4,0,0,C,0,RA,21,1.0,3.0,10,3.0
2,0,0,A,0,DV,21,7.0,9.0,7,2.0
3,0,0,A,0,RA,21,5.0,7.0,11,3.0
2,4310,2,M,2,DV,21,4.0,5.0,8,2.0
2,0,0,A,0,RA,21,8.0,,6,2.0
3,0,0,A,0,DV,21,2.0,3.0,5,2.0
3,0,0,A,0,DV,21,2.0,3.0,7,2.0
2,0,0,A,0,DV,21,3.0,5.0,7,2.0
3,1768,0,A,0,DV,21,8.0,,7,2.0
2,0,0,A,0,DV,21,7.0,9.0,8,2.0
3,1603,0,C,0,DV,21,1.0,3.0,9,2.0
3,0,0,M,0,DA,21,5.0,7.0,8,2.0
4,0,0,C,0,DV,21,2.0,3.0,4,1.0
2,0,0,A,0,DA,21,4.0,5.0,7,2.0
4,0,0,C,0,DV,21,8.0,,6,2.0
3,0,0,S,0,DA,21,7.0,9.0,9,2.0
2,0,0,A,0,DV,21,2.0,3.0,6,2.0
3,0,0,A,0,DV,21,2.0,3.0,6,2.0
4,0,0,C,0,DV,21,1.0,3.0,7,2.0
2,0,0,A,0,DV,21,2.0,4.0,9,2.0
3,0,0,M,0,DV,21,2.0,3.0,8,2.0
2,1633,0,M,0,DV,21,2.0,4.0,11,3.0
4,0,0,C,0,DV,21,5.0,6.0,7,2.0
3,0,0,A,0,DV,21,6.0,8.0,7,2.0
3,0,0,M,0,DV,21,7.0,9.0,11,3.0
3,0,0,M,0,DV,21,1.0,2.0,4,1.0
2,0,0,A,0,DV,21,1.0,2.0,4,1.0
2,0,0,A,0,DV,21,2.0,4.0,6,2.0
3,0,0,A,0,DV,21,2.0,4.0,7,2.0
3,0,0,S,0,DV,21,6.0,8.0,10,3.0
2,2045,0,B,0,DV,21,7.0,9.0,9,2.0
4,0,0,C,0,DV,21,1.0,3.0,11,3.0
3,0,0,A,2,DV,21,2.0,3.0,8,2.0
3,0,0,M,0,DA,21,2.0,4.0,9,2.0
3,0,0,A,0,DV,21,8.0,,10,3.0
3,0,0,A,0,RA,21,2.0,3.0,5,2.0
3,0,0,A,0,DV,21,6.0,7.0,5,2.0
2,0,0,A,2,RA,21,8.0,,11,3.0
4,0,0,C,0,DV,21,1.0,3.0,7,2.0
2,0,0,A,0,DV,21,5.0,6.0,5,2.0
3,0,0,A,0,DV,21,4.0,6.0,7,2.0
4,0,0,C,0,DV,21,6.0,8.0,9,2.0
4,0,0,C,0,DV,21,1.0,3.0,7,2.0
3,0,0,M,2,DA,21,3.0,4.0,6,2.0
3,0,0,A,0,DV,21,2.0,2.0,4,1.0
2,0,0,C,0,DV,21,2.0,3.0,7,2.0
4,0,0,C,0,DV,21,1.0,2.0,7,2.0
2,0,0,A,0,DV,21,2.0,4.0,9,2.0
2,0,0,A,0,DV,21,2.0,3.0,4,1.0
3,0,0,A,0,DV,21,3.0,5.0,8,2.0
2,0,0,A,0,DV,21,3.0,4.0,5,2.0
2,0,0,A,0,RA,21,3.0,5.0,10,3.0
2,0,0,M,0,DA,21,8.0,,6,2.0
4,0,0,C,0,DV,21,3.0,5.0,7,2.0
2,0,0,A,0,DV,21,1.0,1.0,4,1.0
4,0,0,C,0,DV,21,1.0,4.0,11,3.0
3,0,0,A,0,DV,21,8.0,,8,2.0
4,0,0,C,0,DV,21,4.0,5.0,8,2.0
3,0,0,M,0,DV,21,7.0,9.0,10,3.0
2,0,2,M,0,DV,21,1.0,3.0,10,3.0
3,0,0,A,0,DA,21,1.0,3.0,11,3.0
3,0,0,M,0,DV,21,3.0,4.0,9,2.0
2,0,0,A,0,DV,21,8.0,,8,2.0
2,0,0,A,0,DA,21,6.0,7.0,4,1.0
2,0,0,D,0,DV,21,4.0,6.0,11,3.0
2,0,0,D,0,DV,21,4.0,6.0,11,3.0
3,0,0,A,0,DV,21,7.0,9.0,11,3.0
2,0,0,A,0,DV,21,7.0,9.0,6,2.0
3,0,0,A,0,DV,21,4.0,5.0,6,2.0
2,2439,2,A,0,DV,21,6.0,9.0,11,3.0
2,0,0,A,0,RA,23,2.0,3.0,6,2.0
3,0,0,M,0,DV,21,2.0,4.0,9,2.0
3,0,0,M,0,DV,21,4.0,6.0,11,3.0
3,0,0,A,0,DV,21,4.0,7.0,11,3.0
2,0,0,A,0,DV,21,8.0,,4,1.0
3,0,0,A,0,DV,21,1.0,2.0,6,2.0
2,0,0,A,0,DV,21,1.0,4.0,11,3.0
3,0,0,A,0,DA,40,4.0,5.0,5,2.0
2,0,0,A,0,DV,21,8.0,,11,3.0
3,0,0,A,0,RA,21,4.0,5.0,5,2.0
3,0,0,A,0,DV,21,2.0,3.0,5,2.0
3,0,2,S,0,DV,21,4.0,6.0,10,3.0
2,0,0,A,0,DV,21,4.0,5.0,4,1.0
3,0,2,M,0,DV,21,2.0,4.0,11,3.0
3,0,0,A,0,DV,21,2.0,3.0,4,1.0
2,0,0,A,0,RA,21,4.0,5.0,6,2.0
3,0,0,A,0,DV,21,8.0,9.0,8,2.0
2,0,0,A,0,DV,21,3.0,5.0,11,3.0
3,0,0,M,0,DV,21,1.0,3.0,10,3.0
2,0,0,A,0,DV,21,5.0,7.0,9,2.0
3,0,0,A,0,RA,21,5.0,6.0,7,2.0
4,0,0,C,0,DV,21,3.0,4.0,6,2.0
2,0,0,A,0,DV,21,6.0,7.0,7,2.0
2,0,0,A,0,DV,21,2.0,2.0,4,1.0
2,1981,0,M,0,DV,21,4.0,6.0,10,3.0
2,0,0,A,0,DV,21,1.0,3.0,6,2.0
3,0,0,A,0,DV,21,5.0,7.0,6,2.0
3,0,0,A,0,DV,21,2.0,2.0,4,1.0
3,0,0,A,0,DV,21,3.0,5.0,9,2.0
4,0,0,C,0,DV,21,5.0,6.0,9,2.0
2,0,2,M,0,DV,21,7.0,8.0,7,2.0
2,0,0,A,0,DV,21,2.0,4.0,9,2.0
2,0,0,A,0,DV,21,2.0,3.0,8,2.0
2,0,0,A,0,DA,21,3.0,5.0,9,2.0
3,0,0,A,0,DA,21,3.0,5.0,9,2.0
2,0,0,A,0,DV,21,3.0,4.0,6,2.0
2,0,0,A,0,DA,21,4.0,5.0,5,2.0
3,0,0,A,0,DA,21,6.0,8.0,9,2.0
3,0,2,M,0,DV,21,2.0,4.0,9,2.0
2,0,0,A,0,DA,21,4.0,5.0,5,2.0
3,0,0,C,0,DV,21,8.0,,11,3.0
4,1248,2,C,0,DV,21,2.0,4.0,11,3.0
3,0,0,M,0,DV,21,8.0,,11,3.0
2,863,0,C,2,DA,21,1.0,2.0,4,1.0
3,0,0,A,0,DV,21,7.0,8.0,9,2.0
3,0,0,A,0,DV,21,6.0,8.0,9,2.0
2,0,0,A,0,DA,23,2.0,4.0,9,2.0
4,0,0,C,0,DV,21,2.0,3.0,7,2.0
3,0,0,B,0,DV,21,8.0,9.0,9,2.0
2,0,0,A,0,DV,21,8.0,,9,2.0
3,0,0,M,0,DV,21,5.0,7.0,7,2.0
3,0,0,C,0,DV,21,2.0,3.0,8,2.0
2,0,0,A,0,DV,21,2.0,3.0,9,2.0
2,0,0,A,0,DV,21,8.0,,10,3.0
3,0,0,A,0,DV,21,8.0,,10,3.0
3,0,0,A,0,DV,21,5.0,6.0,5,2.0
2,0,0,U,0,DV,21,2.0,5.0,11,3.0
2,0,0,A,0,DV,21,2.0,4.0,9,2.0
2,0,0,C,0,DV,21,1.0,2.0,4,1.0
4,0,1,C,0,DV,21,3.0,5.0,10,3.0
2,0,0,A,0,DV,21,5.0,7.0,6,2.0
3,0,0,M,0,DA,21,3.0,4.0,9,2.0
3,0,0,M,0,DA,21,8.0,,10,3.0
3,0,0,A,0,DV,21,2.0,4.0,9,2.0
2,0,0,C,0,DV,21,2.0,3.0,7,2.0
3,0,0,M,0,DV,21,3.0,5.0,11,3.0
3,0,0,A,0,DV,21,8.0,,9,2.0
2,0,0,A,0,DV,21,4.0,5.0,8,2.0
3,0,0,A,0,DV,21,3.0,5.0,8,2.0
3,0,0,A,0,DV,21,5.0,7.0,11,3.0
3,0,0,A,0,DA,21,5.0,7.0,10,3.0
4,0,0,C,0,DV,21,6.0,8.0,8,2.0
4,1816,1,C,0,DV,21,1.0,4.0,11,3.0
2,0,0,M,0,DA,21,6.0,8.0,10,3.0
2,0,0,U,0,DV,21,3.0,5.0,10,3.0
2,0,0,A,0,DV,21,3.0,4.0,7,2.0
4,0,0,C,0,DV,21,1.0,3.0,10,3.0
3,0,0,A,0,DV,21,4.0,5.0,7,2.0
2,0,0,A,0,RA,21,3.0,4.0,6,2.0
2,0,0,A,0,DV,21,5.0,7.0,10,3.0
2,0,0,A,0,DV,21,2.0,4.0,9,2.0
2,0,0,U,0,DA,21,2.0,4.0,10,3.0
2,0,0,A,0,DV,21,6.0,7.0,6,2.0
3,0,0,M,0,DA,21,2.0,4.0,9,2.0
3,0,0,A,0,DA,21,4.0,6.0,6,2.0
4,0,0,C,0,DA,21,4.0,5.0,6,2.0
4,0,0,C,0,DV,21,1.0,3.0,8,2.0
2,0,0,A,0,DV,21,2.0,4.0,11,3.0
3,0,0,M,0,DV,21,1.0,3.0,11,3.0
3,0,0,A,0,DV,21,5.0,6.0,6,2.0
2,0,0,A,0,DV,21,8.0,,6,2.0
2,0,0,A,0,DV,21,5.0,8.0,11,3.0
3,0,0,C,0,DV,21,1.0,2.0,6,2.0
3,0,0,A,0,DV,21,3.0,4.0,6,2.0
3,0,0,A,0,DV,10,8.0,,10,3.0
3,0,0,A,0,RA,21,5.0,7.0,10,3.0
4,0,0,C,0,DV,21,2.0,4.0,8,2.0
4,0,0,C,0,DV,21,3.0,5.0,10,3.0
2,0,0,M,0,DV,21,8.0,,9,2.0
2,0,0,A,0,RA,21,3.0,4.0,4,1.0
3,0,1,D,0,DV,21,3.0,5.0,6,2.0
2,0,0,A,0,DV,21,4.0,6.0,8,2.0
3,0,0,V,0,DV,21,4.0,6.0,10,3.0
2,0,0,M,0,DV,21,8.0,,10,3.0
3,0,0,M,0,DV,21,2.0,4.0,11,3.0
3,0,0,M,0,DA,21,3.0,4.0,7,2.0
2,0,0,A,0,DA,21,1.0,3.0,9,2.0
2,0,0,A,0,DV,21,5.0,7.0,7,2.0
3,0,0,A,0,DV,21,5.0,6.0,6,2.0
2,1839,4,M,0,DV,21,6.0,8.0,8,2.0
2,0,0,A,0,DV,21,4.0,6.0,11,3.0
2,0,0,C,0,DV,21,2.0,4.0,10,3.0
2,0,0,C,0,DV,21,1.0,3.0,11,3.0
3,0,0,A,0,DV,21,5.0,5.0,4,1.0
2,0,0,A,0,RA,23,3.0,4.0,8,2.0
2,0,0,A,0,DV,21,7.0,7.0,4,1.0
2,152,0,U,0,DV,21,2.0,4.0,7,2.0
4,0,0,C,0,DV,21,2.0,4.0,7,2.0
2,0,0,A,0,DV,21,5.0,6.0,6,2.0
3,0,0,A,0,RA,21,2.0,4.0,10,3.0
2,0,0,A,0,DV,21,7.0,9.0,11,3.0
3,0,0,A,0,DV,21,7.0,9.0,11,3.0
3,0,0,C,0,DV,21,1.0,2.0,6,2.0
2,0,0,A,0,RA,21,2.0,3.0,8,2.0
3,0,0,A,0,DV,21,1.0,2.0,4,1.0
3,0,0,M,0,DV,21,7.0,8.0,4,1.0
3,0,0,A,0,DV,21,1.0,3.0,6,2.0
2,0,0,A,0,DV,21,5.0,6.0,6,2.0
2,0,0,A,0,RA,21,2.0,4.0,7,2.0
2,0,0,A,0,DV,21,1.0,2.0,4,1.0
4,0,0,C,0,RA,21,3.0,4.0,5,2.0
2,0,0,A,0,DA,21,7.0,8.0,5,2.0
2,0,0,A,0,DV,21,6.0,7.0,5,2.0
3,0,0,A,0,DV,21,6.0,8.0,9,2.0
2,0,0,A,0,DV,21,3.0,4.0,9,2.0
4,0,0,A,2,DA,21,3.0,4.0,6,2.0
4,0,0,C,0,DV,21,4.0,5.0,5,2.0
2,0,0,A,0,RA,21,5.0,8.0,11,3.0
2,0,0,A,0,DV,21,3.0,5.0,11,3.0
3,0,0,A,0,DV,21,8.0,8.0,4,1.0
2,1569,1,M,0,DV,21,2.0,4.0,6,2.0
4,0,0,C,0,DV,21,1.0,3.0,9,2.0
2,0,0,A,0,DV,21,3.0,4.0,9,2.0
2,0,0,A,0,DV,21,1.0,3.0,11,3.0
2,0,0,M,0,DV,21,8.0,,8,2.0
3,0,2,M,0,DV,21,5.0,7.0,11,3.0
4,0,0,C,0,DA,23,2.0,3.0,7,2.0
2,0,0,A,0,DA,21,8.0,9.0,8,2.0
3,0,0,D,0,DV,21,7.0,8.0,7,2.0
2,0,0,A,0,DV,21,8.0,,11,3.0
3,0,0,A,0,DV,21,6.0,8.0,7,2.0
2,0,0,A,0,DV,21,7.0,9.0,9,2.0
3,0,0,A,0,DV,21,1.0,2.0,4,1.0
3,0,0,A,0,DV,21,1.0,3.0,9,2.0
3,0,0,M,0,DV,21,3.0,5.0,10,3.0
2,0,0,A,0,DV,21,6.0,7.0,5,2.0
2,0,0,A,0,DV,21,3.0,5.0,9,2.0
2,0,2,A,0,DV,21,4.0,5.0,4,1.0
3,0,0,A,0,DV,21,8.0,9.0,9,2.0
3,0,0,M,0,DA,21,7.0,8.0,9,2.0
3,0,0,M,0,DV,21,2.0,4.0,9,2.0
2,0,0,A,0,DV,21,2.0,3.0,5,2.0
4,1494,0,C,0,DV,21,1.0,4.0,11,3.0
3,0,0,A,0,DA,21,3.0,4.0,5,2.0
2,0,0,A,0,RA,21,2.0,5.0,11,3.0
3,0,3,M,0,DV,21,4.0,6.0,9,2.0
4,0,0,C,0,DV,21,4.0,6.0,9,2.0
3,0,0,D,0,DV,21,3.0,4.0,6,2.0
2,0,0,A,0,DV,21,3.0,5.0,9,2.0
4,0,0,C,0,DV,21,4.0,6.0,10,3.0
2,0,0,A,0,RA,21,4.0,5.0,7,2.0
2,0,0,A,0,DV,21,8.0,,7,2.0
2,0,0,A,0,DV,21,2.0,3.0,6,2.0
4,0,0,C,0,DV,21,1.0,2.0,4,1.0
3,0,3,C,0,DV,21,4.0,6.0,10,3.0
2,3542,2,E,0,DV,21,3.0,5.0,10,3.0
3,0,0,A,0,DV,21,2.0,3.0,7,2.0
2,0,0,A,0,DV,21,3.0,4.0,7,2.0
2,0,0,A,0,DV,21,2.0,3.0,8,2.0
2,1525,3,M,0,DV,21,4.0,5.0,5,2.0
3,0,0,C,0,DV,21,2.0,3.0,5,2.0
3,0,0,M,2,DV,21,2.0,3.0,5,2.0
2,0,0,M,0,DV,21,2.0,4.0,10,3.0
4,0,0,C,0,DV,21,2.0,3.0,4,1.0
2,0,0,A,0,DV,21,4.0,5.0,5,2.0
2,1300,1,C,0,DV,21,2.0,4.0,10,3.0
4,0,0,C,0,DV,21,3.0,5.0,11,3.0
2,0,0,A,0,DV,21,1.0,3.0,9,2.0
3,0,0,A,0,DV,21,2.0,3.0,7,2.0
2,0,0,M,0,DV,21,3.0,5.0,11,3.0
3,0,0,A,0,DV,21,4.0,5.0,5,2.0
4,0,0,C,0,DV,21,2.0,3.0,7,2.0
3,0,0,U,0,DA,21,4.0,6.0,9,2.0
3,0,0,A,2,DA,21,6.0,7.0,5,2.0
4,1347,0,U,0,DV,21,1.0,3.0,6,2.0
4,0,0,C,0,DV,21,4.0,6.0,10,3.0
2,0,0,A,0,DV,21,2.0,3.0,5,2.0
3,0,0,A,0,DA,21,6.0,8.0,9,2.0
3,0,0,A,0,DV,21,8.0,,8,2.0
2,2103,0,M,0,RA,21,2.0,4.0,10,3.0
3,0,0,A,0,DV,21,8.0,,6,2.0
2,0,0,D,0,DA,21,6.0,8.0,10,3.0
2,0,0,M,0,DV,21,6.0,7.0,6,2.0
2,0,0,A,0,DV,21,4.0,6.0,11,3.0
3,1221,0,M,0,DA,21,5.0,6.0,8,2.0
2,0,0,A,0,DV,21,4.0,5.0,9,2.0
2,0,0,A,0,DV,21,5.0,7.0,11,3.0
3,0,0,A,0,DA,21,6.0,7.0,7,2.0
4,0,0,C,0,DV,21,7.0,9.0,11,3.0
2,0,0,A,0,DV,21,7.0,9.0,11,3.0
4,0,0,C,0,RA,21,2.0,4.0,10,3.0
4,0,0,C,0,DV,21,2.0,4.0,11,3.0
3,0,3,A,0,DV,21,6.0,8.0,9,2.0
3,0,0,A,0,DA,21,1.0,2.0,4,1.0
3,0,0,A,0,DV,10,5.0,6.0,4,1.0
2,0,0,A,0,DV,21,2.0,3.0,4,1.0
2,0,0,A,0,DV,21,7.0,8.0,4,1.0
3,0,0,S,2,DV,21,1.0,2.0,9,2.0
3,0,0,A,0,DV,21,8.0,,11,3.0
2,1680,1,A,0,DV,21,3.0,5.0,9,2.0
3,0,0,A,0,DV,21,8.0,,9,2.0
2,0,0,A,0,RA,21,2.0,3.0,4,1.0
3,0,0,M,0,DA,21,2.0,3.0,7,2.0
2,2210,2,M,0,DV,21,3.0,5.0,11,3.0
2,0,0,A,0,DV,21,4.0,6.0,10,3.0
3,0,0,A,0,DV,21,5.0,6.0,6,2.0
2,3295,2,M,0,DA,21,5.0,7.0,9,2.0
2,0,0,B,0,DA,21,3.0,4.0,7,2.0
4,0,0,A,0,DV,21,1.0,2.0,6,2.0
3,0,0,A,0,DV,21,1.0,3.0,8,2.0
2,0,0,A,0,DV,21,2.0,3.0,5,2.0
3,0,0,A,0,DV,21,8.0,9.0,7,2.0
4,0,0,A,0,DV,21,2.0,3.0,7,2.0
2,0,0,A,0,DV,21,4.0,6.0,11,3.0
3,0,0,A,0,DA,21,7.0,8.0,5,2.0
4,0,0,C,0,DV,21,1.0,3.0,10,3.0
2,0,0,A,0,DV,21,7.0,9.0,11,3.0
4,0,0,C,0,DV,21,2.0,3.0,8,2.0
3,0,0,A,0,DV,21,6.0,7.0,6,2.0
4,0,0,A,0,RA,21,2.0,3.0,7,2.0
2,0,0,M,0,DA,21,6.0,8.0,7,2.0
3,0,0,S,0,DA,21,4.0,6.0,9,2.0
3,0,0,A,0,DA,21,4.0,5.0,7,2.0
3,2911,1,B,0,DV,21,4.0,6.0,10,3.0
2,1676,1,M,0,DV,21,4.0,6.0,10,3.0
2,0,0,A,0,DV,21,2.0,2.0,4,1.0
4,0,0,A,0,DV,21,2.0,3.0,6,2.0
3,0,0,A,0,DV,21,4.0,5.0,7,2.0
2,0,0,A,0,DV,21,4.0,5.0,7,2.0
2,0,0,A,0,RA,23,5.0,6.0,7,2.0
2,0,0,A,0,DV,21,4.0,5.0,4,1.0
3,1494,1,M,0,DV,21,2.0,3.0,7,2.0
2,0,0,A,0,DV,21,1.0,2.0,6,2.0
3,0,0,A,0,DV,21,8.0,,11,3.0
3,0,0,A,0,DV,21,3.0,5.0,9,2.0
3,1807,3,A,0,RA,21,2.0,4.0,11,3.0
2,6491,3,A,0,DV,21,7.0,9.0,9,2.0
4,0,0,C,0,DV,21,2.0,4.0,10,3.0
3,0,0,A,0,DV,21,5.0,7.0,7,2.0
2,0,0,D,0,DV,21,5.0,7.0,11,3.0
2,0,0,A,0,DV,21,7.0,8.0,8,2.0
3,0,0,A,0,DV,21,6.0,7.0,7,2.0
2,0,0,M,0,DV,21,2.0,4.0,7,2.0
3,0,0,A,0,DV,21,7.0,9.0,9,2.0
2,0,0,A,0,DV,21,8.0,,11,3.0
3,0,0,A,0,DV,21,8.0,,6,2.0
2,1870,0,M,0,DV,21,6.0,8.0,11,3.0
4,0,0,A,0,DV,21,4.0,5.0,7,2.0
2,0,1,M,0,DV,21,1.0,4.0,11,3.0
4,0,0,A,0,DV,21,1.0,4.0,11,3.0
2,0,0,A,0,DV,21,2.0,3.0,4,1.0
2,0,0,A,0,DV,21,5.0,7.0,8,2.0
2,0,0,A,0,DV,21,8.0,,8,2.0
3,0,0,V,0,DV,21,7.0,9.0,11,3.0
3,0,0,A,0,DV,21,4.0,6.0,8,2.0
3,866,2,M,0,DV,21,2.0,5.0,11,3.0
3,0,0,A,0,DA,21,4.0,5.0,6,2.0
3,0,2,M,0,DV,21,1.0,4.0,11,3.0
4,0,0,A,0,DV,21,2.0,3.0,7,2.0
3,105,2,A,0,DV,21,3.0,5.0,8,2.0
4,1145,0,U,0,DV,21,2.0,4.0,11,3.0
3,0,0,M,0,DV,21,8.0,,10,3.0
3,0,0,M,2,DV,21,2.0,3.0,5,2.0
2,0,0,A,0,DV,21,2.0,3.0,9,2.0
2,0,0,A,0,DV,21,8.0,,11,3.0
2,0,0,A,0,DV,21,3.0,4.0,8,2.0
3,0,0,A,0,DA,40,5.0,6.0,5,2.0
3,0,0,A,0,DV,21,8.0,,5,2.0
4,0,0,C,0,DV,21,4.0,6.0,11,3.0
3,0,0,A,0,DA,21,4.0,5.0,7,2.0
3,0,3,M,0,DV,21,1.0,4.0,11,3.0
3,0,0,M,0,DV,21,1.0,3.0,10,3.0
4,0,0,A,0,DV,21,1.0,3.0,7,2.0
2,2000,2,G,0,DV,21,3.0,5.0,11,3.0
4,0,0,C,0,DV,21,4.0,6.0,11,3.0
3,0,2,M,0,DV,21,3.0,5.0,11,3.0
2,0,2,M,0,DV,21,2.0,5.0,11,3.0
4,1633,1,C,0,DV,21,2.0,4.0,9,2.0
4,0,0,A,0,DV,21,1.0,3.0,8,2.0
2,0,0,A,0,DV,21,3.0,4.0,6,2.0
3,0,0,A,0,DV,10,2.0,4.0,10,3.0
4,0,0,A,0,DV,21,2.0,3.0,6,2.0
3,0,0,A,0,DA,21,7.0,8.0,5,2.0
2,0,0,A,0,DV,21,6.0,8.0,6,2.0
4,0,0,C,0,DV,21,2.0,4.0,10,3.0
2,0,0,A,0,DV,21,8.0,,11,3.0
2,0,0,M,0,DV,21,6.0,8.0,10,3.0
3,0,0,A,0,DV,21,2.0,3.0,7,2.0
3,0,0,V,0,DV,21,8.0,,9,2.0
3,0,0,A,0,DV,21,7.0,8.0,4,1.0
2,0,1,M,2,DV,21,4.0,6.0,10,3.0
2,0,0,U,0,DA,21,5.0,6.0,8,2.0
2,0,0,A,0,DV,21,8.0,,7,2.0
3,1875,2,M,0,DA,21,6.0,7.0,9,2.0
4,0,0,A,0,DV,21,2.0,3.0,8,2.0
3,1831,0,C,0,DV,21,2.0,4.0,11,3.0
3,0,0,A,0,DV,21,2.0,2.0,4,1.0
3,0,0,A,0,DV,21,7.0,8.0,6,2.0
2,0,0,A,0,DV,21,5.0,7.0,7,2.0
3,0,0,A,0,DV,21,6.0,7.0,7,2.0
3,0,0,A,0,DA,10,7.0,8.0,7,2.0
3,0,0,A,0,DV,21,4.0,6.0,11,3.0
3,0,0,A,0,DV,21,8.0,,11,3.0
4,0,0,C,2,DV,21,3.0,5.0,11,3.0
3,2317,2,D,0,DV,21,5.0,7.0,10,3.0
3,0,0,A,0,DA,21,4.0,6.0,7,2.0
3,0,0,A,0,DV,21,3.0,5.0,9,2.0
2,0,0,A,0,DV,21,2.0,4.0,6,2.0
2,0,0,A,0,DV,21,2.0,3.0,6,2.0
3,1570,0,M,0,DV,21,3.0,5.0,9,2.0
3,0,0,A,0,RA,21,6.0,8.0,10,3.0
3,0,0,A,0,DV,21,8.0,9.0,6,2.0
4,0,0,A,0,DV,21,2.0,3.0,4,1.0
2,0,0,A,0,DV,21,8.0,,9,2.0
3,0,0,A,0,DV,21,3.0,5.0,10,3.0
2,0,0,A,0,DA,21,3.0,4.0,7,2.0
3,0,0,M,0,DA,40,4.0,5.0,5,2.0
3,0,0,A,0,DV,21,2.0,3.0,4,1.0
3,0,0,A,0,DV,21,1.0,2.0,8,2.0
3,0,0,M,0,DA,23,2.0,4.0,10,3.0
3,0,0,A,0,DV,21,4.0,5.0,6,2.0
2,0,0,A,0,DV,21,2.0,4.0,11,3.0
3,0,0,A,0,RA,21,2.0,4.0,8,2.0
3,0,0,D,0,DA,21,7.0,9.0,9,2.0
3,0,0,A,0,DV,21,2.0,4.0,9,2.0
3,0,0,A,0,DV,21,7.0,8.0,6,2.0
4,0,0,A,0,DV,21,1.0,3.0,6,2.0
3,0,0,M,0,DV,21,6.0,7.0,8,2.0
3,0,0,A,0,DV,21,2.0,4.0,9,2.0
2,0,0,A,0,DV,21,2.0,4.0,9,2.0
3,0,0,A,2,DV,21,2.0,3.0,7,2.0
3,0,2,M,2,DA,21,5.0,6.0,8,2.0
3,0,0,A,0,DV,21,4.0,6.0,11,3.0
2,1980,0,D,0,DV,21,8.0,,9,2.0
2,0,0,A,0,DV,21,3.0,6.0,11,3.0
4,0,0,A,0,DV,21,1.0,2.0,5,2.0
2,0,0,A,0,DV,21,4.0,6.0,9,2.0
3,0,0,A,0,DV,21,4.0,5.0,9,2.0
2,0,0,A,0,DV,21,3.0,5.0,11,3.0
4,0,0,A,0,DV,21,2.0,3.0,8,2.0
2,0,0,A,0,DV,21,2.0,4.0,11,3.0
3,0,0,A,0,DV,21,8.0,9.0,7,2.0
3,0,0,M,0,DV,21,8.0,,9,2.0
2,0,0,A,0,DA,21,6.0,7.0,6,2.0
4,0,0,U,0,DV,21,1.0,3.0,9,2.0
